,title,dept,procurement_stage,notice_status,contract location,contract_value,publication_year,closing_year,status
1756,Responsive & Empty Homes Repairs		,Sovereign Housing Association, Opportunity, Open, South West,,2022.0,2022,Closing
1757,IA2619 Westbridge Park Destination Play Project		,Staffordshire County Council, Opportunity, Open, ST16 2DH,,2022.0,2022,Closing
1758,"CA9993 - City of Wolverhampton College Procurement for Mechanical & Electrical, Maintenance & Servicing		",City of Wolverhampton College, Opportunity, Open, WV14 6BT,,2022.0,2022,Closing
1759,LUPC Provision of Insurance Services (excluding Broking Services)		,London Universities Purchasing Consortium, Opportunity, Open, Any region,100000000.0,2022.0,2022,Closing
1760,GB-London: Black Culture Collective Commissioning Programme 2022		,BIP SOLUTIONS LIMITED, Opportunity, Open, London,10000.0,2022.0,2022,Closing
1761,FSCS423  Small Works Office Design Contractor Framework		,Financial Services Compensation Scheme, Opportunity, Open, London,,2022.0,2022,Closing
1762,International Multi-Disciplinary Framework (IMDF)		,Foreign Commonwealth and Development Office, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
1763,Provision of Residential Accommodation		,BIP SOLUTIONS LIMITED, Opportunity, Open, East of England,,2022.0,2022,Closing
1764,AT1116 Universal Floating Support Service for Vulnerable People within Housing		,Luton Council, Opportunity, Open, England,,2022.0,2022,Closing
1765,The Supply of Waterproof Garments		,Leidos Supply, Future opportunity, Open, Any region,7500000.0,2022.0,2022,Approach
1766,UK SBS PR17075 Monitoring Services for Innovate UK		,UK RESEARCH & INNOVATION, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World",40000000.0,2018.0,2023,Closing
1767,L22007-T-TSTG - Curium Stands 2B		,London Luton Airport, Opportunity, Open, LU2 9LY,11000000.0,2022.0,2022,Closing
1768,Tender for the Provision of External Audit Services to Rotherham Doncaster and South Humber NHS FT		,"Rotherham, Doncaster and South Humber NHS FT", Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1769,"AMR Research, Development & Demonstration Programme: Market Engagement		",Business Energy and Industrial Strategy, Early engagement, Open, United Kingdom,0.0,2022.0,2022,Closing
1770,UK Fire Sector Market Consultation - Buildings & Construction		,Kent Fire & Rescue Service, Early engagement, Open, United Kingdom,0.0,2022.0,2022,Closing
1771,The Attorney Generals Panel of Junior Counsel - London C Panel 2022		,Ministry of Justice, Opportunity, Open, SW1H 9GL,,2022.0,2022,Closing
1772,The Attorney Generals Panel of Junior Counsel - London B Panel 2022		,Ministry of Justice, Opportunity, Open, SW1H 9GL,,2022.0,2022,Closing
1773,The Attorney Generals Panel of Junior Counsel - London A Panel 2022		,Ministry of Justice, Opportunity, Open, SW1H 9GL,,2022.0,2022,Closing
1774,Management and Maintenance of Council owned residential units		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2022.0,2026,Approach
1775,Internal Training Provision (Dynamic Purchasing System)		,Kirklees Council, Opportunity, Open, Yorkshire and the Humber,1362500.0,2022.0,2023,Closing
1776,Early Intervention and Prevention & Carers (Adult and Young Carers)		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2022.0,2026,Approach
1777,YPO - Guidance and Counselling Services Solution		,Yorkshire Purchasing Organisation, Early engagement, Open, United Kingdom,0.0,2022.0,2022,Closing
1778,Highways and Lighting Term Contract		,London Borough of Waltham Forest, Future opportunity, Open, England,80000000.0,2022.0,2026,Approach
1779,Market Engagement - Managed Store Solution		,Home Group, Early engagement, Open, United Kingdom,0.0,2022.0,2022,Closing
1780,New Plan for Immigration - Enhanced Integration Package		,Home Office, Early engagement, Open, SW1P 4DF,0.0,2022.0,2022,Closing
1781,Income Case Management		,Stonewater Ltd, Opportunity, Open, Any region,,2022.0,2022,Closing
1782,The Supply and Support of a Rapid Infusion Device		,Leidos Supply, Future opportunity, Open, Any region,,2022.0,2022,Approach
1783,"Design, supply and installation of town centre Christmas Lights Display		",Maldon Town Council, Opportunity, Open, CM9 4RL,,2022.0,2022,Closing
1784,UKRI-1820 Hawaii Offshore Drilling Project		,BIP SOLUTIONS LIMITED, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World",,2022.0,2022,Closing
1785,"Provision of  Extra Care Housing Services  in Rushcliffe, Nottinghamshire		",Nottinghamshire County Council, Opportunity, Open, England,,2022.0,2022,Closing
1786,DUD-Black Country Impact Project Dynamic Purchasing System (The Impact Project)		,Dudley Metropolitan Borough Council, Opportunity, Open, DY1 1HF,20000000.0,2019.0,2022,Closing
1787,Economic Statistics Centre of Excellence (ESCoE) Re-Procurement 2023-2028		,Office for National Statistics, Opportunity, Open, NP10 8XG,,2022.0,2022,Closing
1788,"Y22009 - Flexible Procurement and Supply of Half Hourly (HH), Non-Half Hourly (NHH), Metered and Unmetered (UMS) Electricity with Additional Services		",Kent County Council (t/a LASER), Opportunity, Open, United Kingdom,1250000000.0,2022.0,2022,Closing
1789,"Y22008 - Flexible Procurement and Supply of Natural Gas, Daily Metered and Non-Daily Metered with Additional Services		",Kent County Council (t/a LASER), Opportunity, Open, United Kingdom,500000000.0,2022.0,2022,Closing
1790,National Fast Track to Child and Family Social Work Programme		,Department for Education, Early engagement, Open," North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",0.0,2021.0,2022,Closing
1791,Newport Town Council Grave Digging Contract		,Newport Town Council, Opportunity, Open, TF10 7DS,30000.0,2022.0,2022,Closing
1792,CA9938 - Paradigm Trust Managed Information System		,Paradigm Trust, Opportunity, Open, E14 0PT,,2022.0,2022,Closing
1793,"T923 University of Essex, University Square, Southend Cladding Replacement		",UNIVERSITY OF ESSEX, Opportunity, Open, CO4 3SQ,,2022.0,2022,Closing
1794,Disabled Students' Allowance (DSA) Supplies and Services		,Student Loans Company, Opportunity, Open, Any region,,2022.0,2022,Closing
1795,The Provision of a Laboratories Managed Service on behalf of NHS Greater Glasgow and Clyde		,NHS Shared Business Services, Opportunity, Open, Scotland,447936000.0,2022.0,2022,Closing
1796,Rick Roberts Way and Aquatics Triangle Development - Market Testing		,London Legacy Development Corporation, Opportunity, Open, London,,2022.0,2022,Closing
1797,DGM/1958 - General Munitions Packaging Support Solution Transparency Tender Documents		,Ministry of Defence, Opportunity, Open, BS34 8JH,,2022.0,2022,Closing
1798,BAS Glider Workshop & Ancillary Accommodation		,UK Research & Innovation -, Opportunity, Open, East of England,,2022.0,2022,Closing
1799,Research Services DPS		,Kirklees Council, Opportunity, Open, Yorkshire and the Humber,,2022.0,2031,Closing
1800,Leicestershire Children and Families Services Gateway2Resources (G2R) - Supported Accommodation for Young People Aged 16+		,Leicestershire County Council, Opportunity, Open, United Kingdom,,2020.0,2030,Closing
1801,Removal and Storage Service		,capitalEsourcing, Future opportunity, Open, W8 7NX,,2022.0,2022,Approach
1802,SADC: Leisure Management Contract		,St Albans City & District Council, Opportunity, Open, AL1 3JE,,2022.0,2022,Closing
1803,LSL/GS/0075 - The Supply of Catering Equipment		,Leidos Supply, Future opportunity, Open, Any region,21250000.0,2022.0,2022,Approach
1804,The Supply of Bedding and Mattresses		,Leidos Supply, Future opportunity, Open, Any region,25400000.0,2022.0,2022,Approach
1805,Communications Marketplace		,Crown Commercial Service, Opportunity, Open," United Kingdom, Belgium, Denmark, Estonia, Finland, France, Germany, Iceland, Ireland, Italy, Lithuania, Netherlands, Norway, Poland, Spain, Sweden, Switzerland, Turkey, Australia, Bahrain, Central African Republic, Egypt, El Salvador, Ethiopia, Georgia, Ghana, Hong Kong, India, Japan, Kenya, Kuwait, Mali, New Zealand, North Korea, Oman, Qatar, Russia, South Africa, South Korea, Ukraine, United Arab Emirates, United States, Vietnam",,2021.0,2025,Closing
1806,Parking Enforcement and Operations		,Southend-on-Sea Borough Council, Opportunity, Open, England,19000000.0,2022.0,2022,Closing
1807,CA9907 - Planned and Reactive Maintenance of Mechanical Plant and Services for Activate Learning (Oxford and Banbury)		,Activate Learning, Early engagement, Open, OX1 1SA,7.0,2022.0,2022,Closing
1808,Trailers and Flatracks Post Design Services - Request for Information		,Ministry of Defence, Early engagement, Open, BS34 8JH,7.0,2022.0,2022,Closing
1809,Specialist Residential Placement for an Individual with Acquired Brain injury & Learning Disability		,Isle of Man Government, Future opportunity, Open, Any region,,2022.0,2022,Approach
1810,WSCC NR - St. Margaret's Primary Special Support Centre Construction Works		,West Sussex County Council, Opportunity, Open, PO19 1RQ,777000.0,2022.0,2022,Closing
1811,All Saints' Academy Cheltenham ~ IT & Network Services		,All Saints' Academy, Opportunity, Open, South West,,2022.0,2022,Closing
1812,Clinical and Sharps Waste Management		,NHS Supply Chain, Future opportunity, Open," North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",69820000.0,2022.0,2023,Approach
1813,FSF Dynamic Purchasing System 2 - For the Provision of Work Focused Activities. Project_23908		,Department for Work and Pensions, Opportunity, Open," Any region, North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Scotland, Wales",499999.0,2021.0,2025,Closing
1814,KMCAS-125 - Electronic Market Place for Supported Living Services		,Kirklees Council, Opportunity, Open, Yorkshire and the Humber,70000000.0,2022.0,2032,Closing
1815,"LPS CARE - Provider List for Break Time, Day Time and Night Time Services for Children and Young People with Disabilities - RFQ 15315157		",Lancashire County Council, Opportunity, Open, North West,,2022.0,2027,Closing
1816,Managed ICT Services		,BIP SOLUTIONS LIMITED, Opportunity, Open, North West,,2022.0,2022,Closing
1817,Upper Henson Play Area Upgrade		,Chard Town Council, Opportunity, Open, TA20 1PP,60000.0,2022.0,2022,Closing
1818,Shaw Trust Delivery Partner Dynamic Purchasing Service		,The Shaw Trust Limited, Opportunity, Open, England,150000.0,2022.0,2026,Closing
1819,Dynamic Purchasing System for Apprenticeships		,North East Lincolnshire Council, Opportunity, Open, Yorkshire and the Humber,1920000.0,2022.0,2030,Closing
1820,Career Transition Partnership ( CTP)		,Ministry of Defence, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
1821,Lexis Nexus Renewal		,Homes England (the name adopted by the Homes and Communities Agency), Early engagement, Open, England,0.0,2022.0,2022,Closing
1822,Direct Payment Support Services in Richmond and Wandsworth		,London Boroughs of Richmond and Wandsworth, Opportunity, Open, London,,2022.0,2022,Closing
1823,Soft Market Test for Recommissioning of 5 Supported Living Services - PRF 1424		,Peterborough City Council, Early engagement, Open, England,0.0,2022.0,2022,Closing
1824,Conversions Dynamic System		,Crown Commercial Service, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",,2019.0,2023,Closing
1825,"Employment, Skills and Economic Development Dynamic Purchasing System		",Barnsley Metropolitan Borough Council, Opportunity, Open, Yorkshire and the Humber,5000000.0,2022.0,2025,Closing
1826,Meadowcroft Park Play Area Upgrade 2022		,Stratton St Margaret Parish Council, Opportunity, Open, SN2 7JX,35000.0,2022.0,2022,Closing
1827,UKRI-1819 BGS Total Facilities Management		,UK Research & Innovation, Opportunity, Open, East Midlands,,2022.0,2022,Closing
1828,Asbestos Management Framework		,GENTOO GROUP LIMITED, Future opportunity, Open, North East,4200000.0,2022.0,2022,Approach
1829,The Stockwood Park Academy Water Booster Installation		,Luton Council, Early engagement, Open, England,0.0,2022.0,2022,Closing
1830,UKRI-1946 MRC LMB Electrical Services		,UK Research & Innovation, Opportunity, Open, East of England,,2022.0,2022,Closing
1831,Call for Competition publication - Rail Replacement		,Transport for London, Early engagement, Open, London,0.0,2022.0,2023,Closing
1832,Call for Competition publication - Bus Network		,Transport for London, Early engagement, Open, London,0.0,2022.0,2023,Closing
1833,CA9804 - RFI: Pharmacy services and retail		,MSE Group, Early engagement, Open, SS2 6GE,0.0,2022.0,2022,Closing
1834,Costs Lawyer Services 2		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2022.0,2022,Approach
1835,"Future Opportunity: Replacement Fire Alarm System and Science Classroom Works at Medina College, Isle of Wight		",Isle of Wight Council, Future opportunity, Open, South East,,2022.0,2022,Approach
1836,Apprenticeship DPS (Dynamic Purchasing System)		,Milton Keynes Council, Opportunity, Open, Any region,,2020.0,2024,Closing
1837,"Future Opportunity: Replacement Kitchens, Fire Alarm and Pipework at Newchurch Primary School		",Isle of Wight Council, Future opportunity, Open, South East,,2022.0,2022,Approach
1838,Vertical Application Solutions PIN		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2022.0,2022,Approach
1839,"Developing UK Vaccine Supply Chain Resilience for Covid and Potential Future Health Emergencies - Single Use Technologies, Biobags and Filters		","Department of Business, Energy & Industrial Strategy", Opportunity, Open, Any region,,2022.0,2022,Closing
1840,LPS CARE - Flexible Agreement for the provision of Fostering Agency Placements - RFQ 15314114		,Lancashire County Council, Opportunity, Open, North West,415000000.0,2022.0,2031,Closing
1841,"Replacement Boilers and Water Heaters at Barton Primary School, Isle of Wight		",Isle of Wight Council, Future opportunity, Open, South East,,2022.0,2022,Approach
1842,"Provision of Replacing the Roof at Medina House Special School, Isle of Wight		",Isle of Wight Council, Future opportunity, Open, South East,,2022.0,2022,Approach
1843,Short Term hire of Vehicles - DPS		,Cheshire west and Chester Borough Council, Opportunity, Open, England,,2022.0,2028,Closing
1844,"Provision of Replacement Fire Alarm at Cowes Primary School, Isle of Wight		",Isle of Wight Council, Future opportunity, Open, South East,,2022.0,2022,Approach
1845,Wirral Information and Advice Service		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2022.0,2023,Approach
1846,"New 2019 WNC - Nightly Purchased, Supplier-Managed Temporary Accommodation in Northampton (Dynamic Purchasing System - DPS)		",West Northamptonshire Council, Opportunity, Open, East of England,,2020.0,2023,Closing
1847,WSCC GM Framework Reopening for the provision of Accommodation and Support for 16+ Older Looked After Young People and Care Leavers		,West Sussex County Council (CAP), Opportunity, Open, PO19 1RQ,45000000.0,2022.0,2026,Closing
1848,Dynamic Purchasing System - Valuation Services (2022)		,JV North Ltd, Opportunity, Open, M22 9TA,,2022.0,2026,Closing
1849,Dynamic Purchasing System - Development Contractors (2022)		,JV North Ltd, Opportunity, Open, M22 9TA,,2022.0,2026,Closing
1850,My Life PDSP		,Wakefield Council, Opportunity, Open, Yorkshire and the Humber,95000000.0,2022.0,2027,Closing
1851,Cheshire and Merseyside Suicide Bereavement and Postvention Service		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2022.0,2025,Approach
1852,Fusion21 Grounds Maintenance  Framework - Market Engagement Opportunity		,Fusion21 Members Consortium, Opportunity, Open, Any region,,2022.0,2022,Closing
1853,Wirral Infection Prevention and Control Service		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2022.0,2026,Approach
1854,22001 CCC and PCC Domestic Abuse Mobile Advocacy Services		,Cambridgeshire County Council and Peterborough City Council, Early engagement, Open, England,4.0,2022.0,2022,Closing
1855,General Medical Services - Alston Medical Practice		,North Of England Commissioning Support, Future opportunity, Open, North East,200.0,2021.0,2022,Approach
1856,Construction Professional Services DPS		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1857,Leasing and Loans Finance DPS		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1858,"Building Works, Supplies & Services including specialists and consultancy		",BIP SOLUTIONS LIMITED, Opportunity, Open, East of England,,2020.0,2028,Closing
1859,London and Quadrant Housing Trust - External Wall review - Fire Inspections & Remedials Dynamic Purchase System (DPS)		,L&Q Construction, Opportunity, Open, E15 4PH,,2021.0,2031,Closing
1860,Customer Contact and Operations		,NS&I, Early engagement, Open, SW1V 2QX,0.0,2021.0,2022,Closing
1861,P0550 - OPEN Application To Join A Flexible Contracting Arrangement For The Provision Of Placements In Residential Children's Homes		,Birmingham City Council, Opportunity, Open, B4 7WB,,2018.0,2024,Closing
1862,Independent Alternative Provision re-opening September 2021		,West Sussex County Council, Opportunity, Open, PO19 1RQ,13000000.0,2021.0,2026,Closing
1863,Supply of Specialist Materials (EWNI) Dynamic Purchasing System		,Procurement For Housing, Opportunity, Open, WA2 0YL,250000000.0,2021.0,2026,Closing
1864,Christmas Lights and Decorations		,SOUTHAMPTON CITY COUNCIL, Future opportunity, Open, South East,,2021.0,2022,Approach
1865,PURCON830 Invest East		,University of East Anglia, Opportunity, Open, NR4 7TJ,,2019.0,2026,Closing
1866,PROVISION OF UK BASED LIGHT AIRCRAFT FOR THE DELIVERY OF MPT		,Ministry of Defence, Opportunity, Open, OX18 3LX,,2021.0,2022,Closing
1867,"For the Provision of the Supply, Installation and Maintenance of Alleygating - Soft Market Testing		",Oldham Council, Future opportunity, Open, England,,2021.0,2022,Approach
1868,Network Services 3		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1869,Urgent Treatment Centres - Bromley - Prior information notice		,N E L COMMISSIONING SUPPORT UNIT, Future opportunity, Open, London,,2021.0,2022,Approach
1870,"KNH-003 Dynamic purchase system for construction contractors , subcontractors and ancillary services		",DUE NORTH LIMITED, Opportunity, Open, Yorkshire and the Humber,,2019.0,2024,Closing
1871,Short Breaks for Disabled Children		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
1872,KMCFM-001 Construction Materials and Ancillary Products DPS		,Kirklees Council, Opportunity, Open, Yorkshire and the Humber,,2021.0,2031,Closing
1873,Waste Management DPS		,Thirteen Housing Group Ltd, Opportunity, Open, TS2 1QG,,2021.0,2028,Closing
1874,"Vehicle Lease, Fleet Management & Salary Sacrifice		",Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1875,Research and Insights DPS		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1876,P0834 -1  Mentoring and Positive Activity Services - DPS		,Birmingham City Council, Opportunity, Open, B4 7DJ,,2021.0,2026,Closing
1877,The Supply of Army No.2 Dress		,Leidos Supply, Future opportunity, Open, Any region,4000000.0,2021.0,2022,Approach
1878,Food & Drink		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1879,Target Operating Model for Category Tower Service Provider contracts for NHS Supply Chain		,NHS Supply Chain, Future opportunity, Open, Any region,,2021.0,2022,Approach
1880,Magnox - HP3 Qualification - Cat 3: Health Physics Monitoring Resources (with Portable Metrology)		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, BS35 1RQ,107000000.0,2021.0,2029,Closing
1881,Vehicle Charging Infrastructure Solutions (DPS)		,Crown Commercial Service, Opportunity, Open, Any region,,2020.0,2024,Closing
1882,Space Enabled and Geospacial Services		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2021.0,2024,Closing
1883,Grant Administration Services		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2020.0,2024,Closing
1884,Building Cleaning Services		,Crown Commercial Service, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World",,2020.0,2024,Closing
1885,Digital Inclusion and Support Dynamic Purchasing System		,Crown Commercial Service, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",,2020.0,2024,Closing
1886,Audio Visual Technical Consultancy & Commissioning		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1887,Artificial Intelligence Dynamic Purchasing System		,Crown Commercial Service, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",,2020.0,2024,Closing
1888,"A514 - Invoices, Payslips, remittance advices, self service portal		",Barnsley Metropolitan Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1889,Planned Investment and Building Safety Works - Market Engagement Opportunity		,Notting Hill Genesis, Opportunity, Open, London,,2021.0,2022,Closing
1890,Early Market Engagement for the provision of Electronic Monitoring Future Service in England & Wales		,Ministry of Justice, Early engagement, Open," North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Wales",0.0,2021.0,2022,Closing
1891,2032-OJEU-DPS - Adaptations for Independent Living		,East Suffolk Council, Opportunity, Open, NR33 0EQ,20000000.0,2021.0,2031,Closing
1892,Prosthetic & Orthotic service		,Bedfordshire Hospitals NHS Foundation Trust, Opportunity, Open, Any region,,2021.0,2022,Closing
1893,Supplier Chain Notice - Refurbishment Programme (FDIS) across the Central Region - East		,Ministry of Defence, Future opportunity, Open, PE28 2EA,,2021.0,2022,Approach
1894,Contract Finder duplicate ad - Application for a Care Home Contract		,NHS Kernow Clinical Commissioning Group, Opportunity, Open, South West,355000000.0,2021.0,2024,Closing
1895,Greater Manchester Bus Franchising - Passport Process Tranches 2 and 3		,Greater Manchester Combined Authority, Opportunity, Open, United Kingdom,,2021.0,2022,Closing
1896,Termination of Pregnancy		,North Of England Commissioning Support, Early engagement, Open, North East,9.0,2021.0,2022,Closing
1897,Decommissioning & Asbestos Removal (DAR) framework		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, Any region,485000000.0,2021.0,2022,Closing
1898,Highways Materials DPS		,East Riding of Yorkshire Council, Opportunity, Open, Yorkshire and the Humber,121000000.0,2021.0,2032,Closing
1899,Care Leavers Accommodation		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2024,Approach
1900,SITS - Data Road Map - Video Analytics		,Transport for London, Future opportunity, Open, England,,2021.0,2022,Approach
1901,External Coaching Framework		,Durham University, Opportunity, Open, North East,,2020.0,2024,Closing
1902,UKRI-1307 Outside Manufacturing Dynamic Purchasing System (OM DPS)		,UK Research and Innovation, Opportunity, Open, Any region,,2021.0,2023,Closing
1903,0763 - ECC Passenger Transport DPS		,Essex County Council, Early engagement, Open, England,0.0,2021.0,2022,Closing
1904,Extension Sets and Lines		,NHS Supply Chain, Future opportunity, Open, Any region,60000000.0,2021.0,2022,Approach
1905,Gauge job evaluation web software		,Chesterfield Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2024,Approach
1906,Residential and Nursing Home Framework within the Borough of Barnsley		,Barnsley Metropolitan Borough Council, Opportunity, Open, Yorkshire and the Humber,100000000.0,2021.0,2024,Closing
1907,Waste Management DPS		,Thirteen Housing Group Ltd, Opportunity, Open, TS2 1QG,,2021.0,2028,Closing
1908,Luton Council COVID-19 SECURE MARSHAL Services 2021 - 2022		,Luton Council, Future opportunity, Open, England,,2021.0,2022,Approach
1909,Greater Manchester & Cheshire & Merseyside AAA Services - Future Opportunity		,North Of England Commissioning Support, Future opportunity, Open, North West,1.0,2021.0,2022,Approach
1910,DPS for Help to Grow Programme - Mentor Recruitment		,UNIVERSITY OF DERBY, Opportunity, Open, DE22 1GB,,2021.0,2023,Closing
1911,BBV HS2 MWCC North - Scaffolding		,Balfour Beatty VINCI JV HS2, Opportunity, Open, West Midlands,5000000.0,2021.0,2022,Closing
1912,BBV HS2 MWCC North - Drilling		,Balfour Beatty VINCI JV HS2, Opportunity, Open, West Midlands,5000000.0,2021.0,2022,Closing
1913,Provision of Power Purchasing Agreements		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1914,London and Quadrant Housing Trust - Marketing Suites and Signage Dynamic Purchasing System		,L&Q Construction, Opportunity, Open, E15 4PH,,2021.0,2031,Closing
1915,Dynamic Purchasing System for the Provision of Housing Adaptation Works		,Doncaster Council, Opportunity, Open, DN1 3BU,3500000.0,2021.0,2026,Closing
1916,Hull School Age Flu & Immunisation Services Future Opportunity		,North Of England Commissioning Support, Future opportunity, Open, Yorkshire and the Humber,1.0,2021.0,2022,Approach
1917,Neighbourhood Learning in Deprived Areas		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1918,"LPS CAS - Provision of Routine Grounds Maintenance Services - Dynamic Purchasing System - RFI 15304744,1		",Lancashire County Council, Opportunity, Open, North West,,2021.0,2025,Closing
1919,PAN2598 - Passenger Transport Services DPS		,Leicester City Council, Opportunity, Open, England,,2021.0,2027,Closing
1920,Family Time		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2024,Approach
1921,"London and Quadrant Housing Trust - Dryling, SFS, Screed and Windows Dynamic Purchase System (DPS)		",L&Q Construction, Opportunity, Open, E15 4PH,,2020.0,2024,Closing
1922,Flexible Framework of Independent Fostering Providers		,Bath and North East Somerset Council, Opportunity, Open, England,,2021.0,2026,Closing
1923,Pseudo-DPS for Apprenticeship Training Provision		,GATESHEAD COUNCIL, Opportunity, Open, North East,,2021.0,2026,Closing
1924,New Energy Dynamic Framework (NEDF)		,Public Power Solutions e-Tendering, Opportunity, Open, SN2 2PN,500000000.0,2019.0,2023,Closing
1925,Tender for the provision of a DPS of IT Services		,Manchester Metropolitan University, Opportunity, Open, M156BH,,2019.0,2024,Closing
1926,Tender for the provision of a DPS for Testing Services and Rescources		,Manchester Metropolitan University, Opportunity, Open, M156BH,,2019.0,2024,Closing
1927,Tender for the provision of a DPS for Innovation Products and Services		,Manchester Metropolitan University, Opportunity, Open, M156BH,,2019.0,2024,Closing
1928,"London and Quadrant Housing Trust - Drylining, SFS, Screed and Windows Dynamic Purchase System (DPS)		",L&Q Construction, Opportunity, Open, E15 4PH,,2021.0,2025,Closing
1929,Dynamic Purchasing System for Small Infrastructure Delivery - 2021-2023		,Worcestershire County Council, Opportunity, Open, WR5 2NP,,2021.0,2024,Closing
1930,Lancashire & South Cumbria Flu & Immunisation Service Future Opportunities		,North Of England Commissioning Support, Early engagement, Open, North West,0.0,2021.0,2022,Closing
1931,"YPO - 001087 Low Energy Lighting Systems to Include Internal, External and Emergency Lighting		",YPO, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1932,NHS National Pharmaceuticals Clozapine		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2022,Approach
1933,NHS National Pharmaceuticals Transition 2024_2		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2024,Approach
1934,NHS National Pharmaceuticals Transition 2024_1		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2023,Approach
1935,NHS National Pharmaceuticals Transition 2023_2		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2023,Approach
1936,NHS National Pharmaceuticals Transition 2023_1		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2022,Approach
1937,NHS National Pharmaceuticals Wave 14 LSNE		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2023,Approach
1938,NHS National Pharmaceuticals Wave 14 NWLN		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2022,Approach
1939,NHS National Pharmaceuticals Wave 14 CESW		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2023,Approach
1940,Supplier Assurance - IT & Verification Services PIN		,RSSB, Opportunity, Open, London,,2021.0,2022,Closing
1941,NHS National Pharmaceuticals Orals plus non Parenterals		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2023,Approach
1942,NHS National Pharmaceuticals Transition 2022_2		,NHS England, Future opportunity, Open, WA7 2ES,,2021.0,2022,Approach
1943,MoJ Minor Works Dynamic Purchasing System		,Ministry of Justice, Opportunity, Open," North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Scotland, Wales",,2021.0,2029,Closing
1944,YPO - Utilities Invoice Validation and Energy Management Service - 1033		,Barnsley Metropolitan Borough Council, Future opportunity, Open, England,66268.0,2021.0,2024,Approach
1945,Apprenticeship Training Providers		,Dorset Council, Opportunity, Open, United Kingdom,3600000.0,2021.0,2025,Closing
1946,T1-5622-ISHA-DPS-Services		,Islington and Shoreditch Housing Association, Opportunity, Open, South East,,2021.0,2031,Closing
1947,Careers Information Advice and Guidance for Young People and Adults		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
1948,BSH/HRA/ DPS for the Supply of Laundry Spares and New Laundry Machines		,Bristol City Council, Opportunity, Open, England,,2021.0,2023,Closing
1949,Provision of Cleaning Services		,London Borough of Redbridge, Future opportunity, Open, England,,2021.0,2024,Approach
